5.5,30,0.991735537
4.5,45,2.222222222
4.9,65,2.707205331
6.5,20,0.473372781
6.4,25,0.610351563
5,19,0.76
5.1,39,1.499423299
6.3,68,1.713277904
6.2,20,0.520291363
5.7,55,1.692828563
7.2,66,1.273148148
5.6,44,1.403061224
4.8,30,1.302083333
4.5,43,2.12345679
4.9,88,3.665139525
6.5,30,0.710059172
7.1,50,0.991866693
5.1,43,1.653210304
6.3,47,1.184177375
6.2,69,1.795005203
5.7,48,1.477377655
5.6,45,1.43494898
4.8,90,3.90625
4.5,57,2.814814815
4.9,36,1.49937526
7.4,100,1.826150475
4.5,47,2.320987654
4.6,36,1.701323251
5.1,89,3.421760861
6.3,55,1.385739481
6.2,77,2.003121748
5.7,44,1.35426285
4.5,99,4.888888889
4.9,55,2.290712203
6.5,35,0.828402367
7,83,1.693877551
5.1,87,3.344867359
6.3,56,1.410934744
6.2,78,2.029136316
5.6,45,1.43494898
4.8,23,0.998263889
4.5,79,3.901234568
4.9,45,1.874219075
6.2,35,0.910509886
5.7,34,1.046475839
6,90,2.5
5,70,2.8
6.2,40,1.040582726
5.6,50,1.594387755
4.8,50,2.170138889
4.5,45,2.222222222
4.9,65,2.707205331
6.5,78,1.846153846
6.8,69,1.492214533
5.1,40,1.53787005
6.3,39,0.982615268
6.2,68,1.768990635
5.7,20,0.615574023
4.5,55,2.716049383
4.2,67,3.798185941
3.7,43,3.140978817
5.1,88,3.38331411
6.3,68,1.713277904
6.2,50,1.300728408
5.7,43,1.323484149
5.6,47,1.49872449
4.8,83,3.602430556
4.5,87,4.296296296
4.9,56,2.332361516
4.5,78,3.851851852
4.9,45,1.874219075
6.5,88,2.082840237
5.6,68,2.168367347
4.8,50,2.170138889
4.5,20,0.987654321
4.9,47,1.957517701
2.9,70,8.323424495
4.5,40,1.975308642
4.9,50,2.082465639
6.5,20,0.473372781
6.9,45,0.945179584
5,65,2.6
7,77,1.571428571
5.1,89,3.421760861
6.3,55,1.385739481
6.2,77,2.003121748
5.7,30,0.923361034
4.5,99,4.888888889
4.9,55,2.290712203
6.5,35,0.828402367
6.3,83,2.091206853
6.2,87,2.26326743
5.7,56,1.723607264
5.6,78,2.487244898
7.3,45,0.844436104
4.5,66,3.259259259
4.9,78,3.248646397
6.5,66,1.562130178
